nm,A
304.0,0.016
304.5,0.016
305.0,0.015
305.5,0.014
306.0,0.014
306.5,0.015
307.0,0.016
307.5,0.017
308.0,0.017
308.5,0.017
309.0,0.017
309.5,0.017
310.0,0.017
310.5,0.018
311.0,0.018
311.5,0.017
312.0,0.016
312.5,0.016
313.0,0.016
313.5,0.016
314.0,0.017
314.5,0.018
315.0,0.019
315.5,0.019
316.0,0.018
316.5,0.016
317.0,0.015
317.5,0.014
318.0,0.015
318.5,0.016
319.0,0.017
319.5,0.017
320.0,0.016
320.5,0.015
321.0,0.015
321.5,0.015
322.0,0.015
322.5,0.016
323.0,0.017
323.5,0.016
324.0,0.014
324.5,0.013
325.0,0.014
325.5,0.016
326.0,0.016
326.5,0.015
327.0,0.015
327.5,0.015
328.0,0.015
328.5,0.015
329.0,0.014
329.5,0.013
330.0,0.013
330.5,0.013
331.0,0.014
331.5,0.014
332.0,0.014
332.5,0.013
333.0,0.013
333.5,0.014
334.0,0.015
334.5,0.016
335.0,0.016
335.5,0.015
336.0,0.014
336.5,0.015
337.0,0.016
337.5,0.018
338.0,0.019
338.5,0.019
339.0,0.019
339.5,0.015
340.0,0.009
340.5,0.002
341.0,-0.002
341.5,-0.001
342.0,0.003
342.5,0.009
343.0,0.014
343.5,0.019
344.0,0.022
344.5,0.022
345.0,0.021
345.5,0.017
346.0,0.01
346.5,0.003
347.0,0.001
347.5,0.005
348.0,0.014
348.5,0.024
349.0,0.029
349.5,0.026
350.0,0.014
350.5,0.002
351.0,-0.004
351.5,-0.003
352.0,0.001
352.5,0.003
353.0,0.003
353.5,0.002
354.0,0.001
354.5,0.0
355.0,-0.002
355.5,-0.004
356.0,-0.005
356.5,-0.002
357.0,0.003
357.5,0.009
358.0,0.013
358.5,0.018
359.0,0.021
359.5,0.021
360.0,0.018
360.5,0.015
361.0,0.015
361.5,0.016
362.0,0.015
362.5,0.012
363.0,0.007
363.5,0.0
364.0,-0.006
364.5,-0.009
365.0,-0.005
365.5,0.003
366.0,0.009
366.5,0.012
367.0,0.011
367.5,0.01
368.0,0.007
368.5,0.002
369.0,-0.003
369.5,-0.005
370.0,-0.002
370.5,0.004
371.0,0.011
371.5,0.016
372.0,0.019
372.5,0.019
373.0,0.014
373.5,0.004
374.0,-0.005
374.5,-0.008
375.0,-0.007
375.5,-0.005
376.0,-0.004
376.5,-0.005
377.0,-0.005
377.5,-0.003
378.0,0.001
378.5,0.005
379.0,0.007
379.5,0.01
380.0,0.013
380.5,0.013
381.0,0.009
381.5,0.003
382.0,-0.001
382.5,0.004
383.0,0.013
383.5,0.021
384.0,0.025
384.5,0.024
385.0,0.02
385.5,0.013
386.0,0.007
386.5,0.002
387.0,-0.002
387.5,-0.004
388.0,0.0
388.5,0.011
389.0,0.022
389.5,0.023
390.0,0.013
390.5,0.0
391.0,-0.005
391.5,-0.001
392.0,0.004
392.5,0.005
393.0,0.002
393.5,-0.001
394.0,0.001
394.5,0.007
395.0,0.016
395.5,0.022
396.0,0.023
396.5,0.016
397.0,0.008
397.5,0.002
398.0,0.001
398.5,0.005
399.0,0.012
399.5,0.02
400.0,0.026
400.5,0.027
401.0,0.024
401.5,0.018
402.0,0.014
402.5,0.016
403.0,0.022
403.5,0.025
404.0,0.021
404.5,0.011
405.0,0.001
405.5,-0.004
406.0,-0.003
406.5,
407.0,
407.5,
408.0,
408.5,
409.0,
409.5,
410.0,
