nm,A
304.0,0.013
304.5,0.013
305.0,0.013
305.5,0.013
306.0,0.013
306.5,0.014
307.0,0.014
307.5,0.015
308.0,0.014
308.5,0.014
309.0,0.014
309.5,0.015
310.0,0.017
310.5,0.017
311.0,0.017
311.5,0.015
312.0,0.014
312.5,0.013
313.0,0.014
313.5,0.014
314.0,0.015
314.5,0.016
315.0,0.017
315.5,0.017
316.0,0.016
316.5,0.014
317.0,0.013
317.5,0.013
318.0,0.014
318.5,0.015
319.0,0.016
319.5,0.016
320.0,0.015
320.5,0.014
321.0,0.013
321.5,0.013
322.0,0.014
322.5,0.015
323.0,0.015
323.5,0.014
324.0,0.013
324.5,0.012
325.0,0.012
325.5,0.013
326.0,0.013
326.5,0.012
327.0,0.012
327.5,0.013
328.0,0.013
328.5,0.013
329.0,0.012
329.5,0.013
330.0,0.013
330.5,0.013
331.0,0.013
331.5,0.013
332.0,0.013
332.5,0.013
333.0,0.013
333.5,0.014
334.0,0.014
334.5,0.014
335.0,0.013
335.5,0.013
336.0,0.012
336.5,0.013
337.0,0.015
337.5,0.016
338.0,0.016
338.5,0.015
339.0,0.013
339.5,0.009
340.0,0.006
340.5,0.006
341.0,0.01
341.5,0.015
342.0,0.017
342.5,0.016
343.0,0.013
343.5,0.011
344.0,0.012
344.5,0.014
345.0,0.017
345.5,0.016
346.0,0.012
346.5,0.005
347.0,0.001
347.5,0.002
348.0,0.012
348.5,0.025
349.0,0.034
349.5,0.034
350.0,0.029
350.5,0.022
351.0,0.017
351.5,0.014
352.0,0.012
352.5,0.01
353.0,0.011
353.5,0.011
354.0,0.008
354.5,0.002
355.0,-0.006
355.5,-0.009
356.0,-0.005
356.5,0.004
357.0,0.013
357.5,0.016
358.0,0.014
358.5,0.013
359.0,0.013
359.5,0.012
360.0,0.009
360.5,0.007
361.0,0.008
361.5,0.01
362.0,0.011
362.5,0.009
363.0,0.005
363.5,-0.001
364.0,-0.006
364.5,-0.007
365.0,-0.005
365.5,-0.001
366.0,0.003
366.5,0.006
367.0,0.009
367.5,0.011
368.0,0.011
368.5,0.009
369.0,0.009
369.5,0.011
370.0,0.015
370.5,0.019
371.0,0.021
371.5,0.021
372.0,0.021
372.5,0.02
373.0,0.019
373.5,0.016
374.0,0.013
374.5,0.013
375.0,0.014
375.5,0.015
376.0,0.012
376.5,0.008
377.0,0.006
377.5,0.008
378.0,0.01
378.5,0.011
379.0,0.009
379.5,0.005
380.0,0.004
380.5,0.005
381.0,0.006
381.5,0.006
382.0,0.005
382.5,0.008
383.0,0.01
383.5,0.006
384.0,-0.004
384.5,-0.014
385.0,-0.018
385.5,-0.015
386.0,-0.01
386.5,-0.005
387.0,-0.002
387.5,-0.002
388.0,-0.003
388.5,-0.001
389.0,0.009
389.5,0.021
390.0,0.027
390.5,0.021
391.0,0.009
391.5,-0.002
392.0,-0.006
392.5,-0.006
393.0,-0.005
393.5,-0.002
394.0,0.005
394.5,0.016
395.0,0.025
395.5,0.027
396.0,0.021
396.5,0.011
397.0,0.002
397.5,-0.001
398.0,-0.001
398.5,0.0
399.0,0.002
399.5,0.005
400.0,0.01
400.5,0.017
401.0,0.022
401.5,0.028
402.0,0.032
402.5,0.034
403.0,0.032
403.5,0.026
404.0,0.019
404.5,0.013
405.0,0.01
405.5,0.007
406.0,0.004
406.5,
407.0,
407.5,
408.0,
408.5,
409.0,
409.5,
410.0,
