Baseline 100%T,,Illy,,Mucilago,,Cafeina,,Ox,,Mi,,Ch,,Go,,Verde,,C2,,C1,,C3,,C4,,OFL1,,OFL2,,OFL3,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
2179,36.44858551,2179,65.73905945,2179,77.97584534,2179,68.11472321,2179,64.64051819,2179,65.80097961,2179,64.95165253,2179,70.93870544,2179,73.92393494,2179,71.12678528,2179,69.90410614,2179,79.66732788,2179,58.99845886,2179,134.6190643,2179,164.6154633,2179,87.51716614,
2178,36.28362274,2178,65.55626678,2178,78.45027924,2178,68.47805023,2178,64.3500061,2178,66.15411377,2178,65.51335144,2178,71.29736328,2178,74.1944046,2178,70.92746735,2178,69.94017029,2178,79.58503723,2178,59.11891937,2178,135.5063629,2178,165.3101501,2178,87.8017807,
2177,36.29209518,2177,66.13211823,2177,77.98458099,2177,68.41113281,2177,64.71372223,2177,66.19374084,2177,65.24044037,2177,70.68017578,2177,74.06639099,2177,71.13039398,2177,69.5461731,2177,79.23696899,2177,59.545578,2177,135.4807434,2177,165.0597839,2177,87.98192596,
2176,36.35024261,2176,65.76416779,2176,77.93392181,2176,68.4440918,2176,64.69506836,2176,66.06496429,2176,65.18356323,2176,71.02874756,2176,73.63674927,2176,71.15914154,2176,69.49514008,2176,79.01023865,2176,59.14335251,2176,134.8723145,2176,165.1379395,2176,87.77764893,
2175,36.10694885,2175,66.00119781,2175,78.40577698,2175,68.64523315,2175,64.34999847,2175,66.40637207,2175,65.05223846,2175,71.07253265,2175,74.16916656,2175,71.31534576,2175,69.41857147,2175,79.41254425,2175,59.1908989,2175,135.5669556,2175,166.0861206,2175,88.46595001,
2174,36.08356857,2174,65.84059906,2174,78.11309814,2174,68.87069702,2174,64.28089142,2174,66.36634064,2174,65.50899506,2174,71.37867737,2174,74.13224792,2174,71.16539001,2174,69.51140594,2174,79.16284943,2174,59.22417068,2174,135.9936829,2174,166.3533173,2174,88.38445282,
2173,36.04478073,2173,66.17798615,2173,78.36642456,2173,68.95860291,2173,64.45104218,2173,66.46756744,2173,65.73937988,2173,71.3938446,2173,73.7798996,2173,71.1021347,2173,69.01024628,2173,78.87945557,2173,59.57081985,2173,136.5929413,2173,166.5267944,2173,88.40078735,
2172,36.12552643,2172,65.77645111,2172,78.19822693,2172,68.79964447,2172,64.27215576,2172,65.84296417,2172,65.05542755,2172,70.97093201,2172,74.03704834,2172,71.52749634,2172,68.97769165,2172,78.14013672,2172,59.50543976,2172,135.891571,2172,165.7754364,2172,88.15041351,
2171,35.95209885,2171,66.52246094,2171,77.84266663,2171,69.01378632,2171,64.59690857,2171,66.4334259,2171,65.623909,2171,71.2229538,2171,74.2036972,2171,70.94117737,2171,69.03221893,2171,78.42958832,2171,59.19972229,2171,136.4482422,2171,166.7847748,2171,88.66454315,
2170,35.981987,2170,66.20428467,2170,78.05597687,2170,69.35891724,2170,64.40904999,2170,66.06880188,2170,65.5841217,2170,71.37705994,2170,73.8526001,2170,71.25898743,2170,68.65518188,2170,78.36501312,2170,58.79752731,2170,136.4681702,2170,166.7333374,2170,88.72549438,
2169,35.9640007,2169,65.60386658,2169,77.87659454,2169,68.23600769,2169,63.99770355,2169,66.27128601,2169,64.99629974,2169,71.01220703,2169,73.84230804,2169,71.03048706,2169,68.24029541,2169,78.26548767,2169,59.08849716,2169,135.9134979,2169,166.7200317,2169,88.46681976,
2168,35.84487915,2168,66.42179108,2168,77.97773743,2168,69.24603271,2168,64.28000641,2168,66.40492249,2168,65.37886047,2168,71.41307831,2168,73.85848236,2168,71.42062378,2168,68.55484772,2168,78.50376892,2168,59.33688736,2168,137.0959015,2168,167.189209,2168,89.04460144,
2167,35.86607361,2167,65.87165833,2167,78.3024292,2167,69.33119202,2167,64.44700623,2167,66.04132843,2167,65.26967621,2167,71.4103775,2167,73.52773285,2167,70.764534,2167,68.83365631,2167,78.58828735,2167,58.67453384,2167,136.8959656,2167,166.7476959,2167,88.63993073,
2166,35.77457809,2166,66.31119537,2166,78.18922424,2166,69.35613251,2166,64.72624207,2166,65.99280548,2166,65.25178528,2166,71.52720642,2166,74.11795807,2166,70.90283966,2166,68.94878387,2166,79.03031921,2166,58.94710922,2166,137.071167,2166,167.4996185,2166,89.27806091,
2165,35.81083679,2165,65.57255554,2165,77.92554474,2165,69.31008911,2165,64.09862518,2165,66.22434998,2165,65.17624664,2165,71.17842102,2165,73.66657257,2165,70.95796204,2165,69.26183319,2165,79.1501236,2165,58.75977707,2165,136.8265839,2165,167.2393341,2165,89.31719971,
2164,35.57883072,2164,65.93314362,2164,78.47398376,2164,69.45045471,2164,64.407341,2164,66.44684601,2164,65.61777496,2164,70.73183441,2164,74.04125977,2164,71.06149292,2164,69.78014374,2164,79.25045776,2164,59.39294815,2164,137.6170807,2164,168.5027771,2164,89.13371277,
2163,35.62932587,2163,65.93663788,2163,78.08261108,2163,69.61947632,2163,64.4354248,2163,66.42531586,2163,65.47789001,2163,71.06751251,2163,74.03860474,2163,71.57207489,2163,69.55786133,2163,79.72029114,2163,59.12682343,2163,137.4101868,2163,168.0097809,2163,89.22925568,
2162,35.48523331,2162,65.65245819,2162,78.27561188,2162,69.31983948,2162,64.40590668,2162,66.32845306,2162,65.56114197,2162,71.39225769,2162,74.47511292,2162,71.58232117,2162,69.5152359,2162,80.12133026,2162,59.1330452,2162,137.9260254,2162,168.8827972,2162,89.2589035,
2161,35.44737625,2161,66.2122345,2161,78.65021515,2161,70.14512634,2161,64.43742371,2161,66.08634949,2161,65.68724823,2161,71.15734863,2161,73.98680115,2161,71.12604523,2161,70.28278351,2161,80.0881958,2161,59.22474289,2161,138.6377258,2161,168.6183624,2161,89.72254181,
2160,35.3510437,2160,65.98384857,2160,78.43874359,2160,69.65177917,2160,64.58433533,2160,66.54642487,2160,66.05101013,2160,71.18654633,2160,73.95288849,2160,71.09026337,2160,70.75668335,2160,81.26603699,2160,58.98963928,2160,138.1944733,2160,168.8604736,2160,89.57803345,
2159,35.5051918,2159,65.10694885,2159,77.62341309,2159,69.09777069,2159,64.52078247,2159,65.94620514,2159,65.41053772,2159,70.82071686,2159,73.68836212,2159,71.39485931,2159,70.64299774,2159,80.81781769,2159,59.1143837,2159,137.6665649,2159,168.4420471,2159,89.56974792,
2158,35.35996628,2158,66.00935364,2158,78.35987854,2158,69.57131958,2158,64.65306854,2158,66.64848328,2158,64.71997833,2158,71.02768707,2158,73.98773956,2158,71.44296265,2158,71.36453247,2158,80.59649658,2158,58.90966034,2158,138.4652252,2158,168.9771881,2158,90.05146027,
2157,35.22674179,2157,65.78139496,2157,78.74237061,2157,70.06295776,2157,64.83233643,2157,66.14871216,2157,65.64758301,2157,71.38755035,2157,74.25476074,2157,71.88785553,2157,71.49585724,2157,81.16524506,2157,59.29634094,2157,138.5709839,2157,169.8966064,2157,90.44904327,
2156,35.08450699,2156,66.14157867,2156,78.77640533,2156,69.98410034,2156,64.51422882,2156,66.55751801,2156,65.29520416,2156,71.58514404,2156,74.51502991,2156,71.95343018,2156,72.14512634,2156,81.62628174,2156,59.05104828,2156,139.0670166,2156,170.9443512,2156,90.78356934,
2155,34.95424271,2155,66.66763306,2155,78.90080261,2155,69.88902283,2155,64.78170776,2155,66.57052612,2155,65.70038605,2155,71.62737274,2155,74.55355835,2155,72.01909637,2155,72.45504761,2155,81.99079895,2155,59.42321396,2155,139.8627014,2155,171.1252289,2155,91.4065094,
2154,35.28224945,2154,65.91876984,2154,78.04528809,2154,69.03211975,2154,64.63205719,2154,65.79444885,2154,64.99205017,2154,71.37730408,2154,74.13097382,2154,71.45404816,2154,71.95689392,2154,80.80682373,2154,58.60353088,2154,138.7936401,2154,169.4472351,2154,89.57569885,
2153,35.02522278,2153,66.84860229,2153,78.52114868,2153,69.62516785,2153,64.70562744,2153,66.43520355,2153,65.60667419,2153,71.48403931,2153,74.33699036,2153,72.0189743,2153,72.53462219,2153,81.92598724,2153,59.62872314,2153,139.7023926,2153,170.6062164,2153,90.9008255,
2152,35.0947113,2152,65.5621109,2152,78.3052063,2152,70.14659119,2152,64.41586304,2152,66.1295166,2152,65.41946411,2152,70.93829346,2152,74.91510773,2152,71.7756958,2152,71.92623901,2152,81.37147522,2152,58.55456543,2152,139.1098328,2152,170.0287323,2152,90.63282013,
2151,34.98317337,2151,66.12284851,2151,78.85334778,2151,69.47763824,2151,64.76760864,2151,66.53941345,2151,65.30192566,2151,71.80574799,2151,74.47143555,2151,72.19554138,2151,72.23831177,2151,81.70848083,2151,59.20922852,2151,139.7878265,2151,170.6481934,2151,90.36074829,
2150,34.99600983,2150,65.98340607,2150,78.28157043,2150,69.75818634,2150,64.73703003,2150,65.69446564,2150,65.58470917,2150,71.27256775,2150,74.10923004,2150,71.8108139,2150,71.83257294,2150,81.3078537,2150,59.12839127,2150,139.6549377,2150,170.7569275,2150,90.58539581,
2149,35.13733673,2149,65.69641876,2149,77.90653992,2149,69.48104858,2149,64.0907135,2149,65.77217102,2149,64.85850525,2149,70.74087524,2149,74.18061066,2149,71.84416962,2149,71.71229553,2149,81.06292725,2149,58.72550583,2149,139.0486755,2149,170.5079346,2149,89.99815369,
2148,34.91966248,2148,65.86711121,2148,78.75730896,2148,69.70226288,2148,64.44895935,2148,65.7100296,2148,65.30184174,2148,71.41134644,2148,74.4706955,2148,72.30969238,2148,72.13121796,2148,81.32523346,2148,59.24012756,2148,140.0694275,2148,170.973526,2148,90.80057526,
2147,34.93028259,2147,65.65937042,2147,78.00026703,2147,69.86660767,2147,64.02822876,2147,66.3062973,2147,65.54998779,2147,71.64659119,2147,74.41739655,2147,72.11206055,2147,71.00978851,2147,80.89949799,2147,58.90135956,2147,140.0635681,2147,170.8294067,2147,90.98618317,
2146,34.63212967,2146,66.44446564,2146,78.94334412,2146,70.42230225,2146,65.01480103,2146,66.70791626,2146,65.68212891,2146,71.78130341,2146,75.12475586,2146,72.60144806,2146,72.21796417,2146,81.4031601,2146,59.33797836,2146,141.0656738,2146,172.641449,2146,91.55432129,
2145,35.05470657,2145,65.66479492,2145,78.19173431,2145,69.3551712,2145,64.41369629,2145,66.13405609,2145,64.86087799,2145,70.5242157,2145,73.68521881,2145,72.4012146,2145,70.96425629,2145,80.54180908,2145,58.46518326,2145,139.3602905,2145,170.1893005,2145,91.4486618,
2144,34.8675499,2144,65.41253662,2144,78.25920868,2144,69.83535767,2144,64.90506744,2144,66.25498962,2144,65.60063934,2144,70.75050354,2144,73.86778259,2144,72.38243103,2144,71.1673584,2144,80.02340698,2144,58.24625015,2144,140.7406158,2144,171.7774963,2144,90.89128113,
2143,34.84965134,2143,65.65699005,2143,78.09253693,2143,69.51773834,2143,64.59618378,2143,65.95986938,2143,65.39972687,2143,70.94159698,2143,73.90263367,2143,72.58184052,2143,71.20340729,2143,80.60969543,2143,58.79566574,2143,140.199707,2143,171.4712372,2143,90.73633575,
2142,34.78710938,2142,65.96894073,2142,78.10061646,2142,69.55322266,2142,64.59130859,2142,66.05687714,2142,65.63667297,2142,71.11634827,2142,73.71370697,2142,72.74547577,2142,71.56198883,2142,80.17803192,2142,59.2617569,2142,140.4815826,2142,171.8184357,2142,90.8664093,
2141,34.86856842,2141,65.39143372,2141,78.04602051,2141,69.90624237,2141,64.39850616,2141,65.88030243,2141,65.15740967,2141,71.39070892,2141,74.23140717,2141,72.94523621,2141,70.90597534,2141,80.23990631,2141,58.65833664,2141,140.4814301,2141,171.0479279,2141,91.11451721,
2140,34.82107162,2140,66.13006592,2140,78.54496002,2140,69.35821533,2140,64.11687469,2140,66.62584686,2140,65.04283142,2140,70.73875427,2140,74.21534729,2140,72.83053589,2140,70.90828705,2140,80.69654846,2140,59.36143494,2140,140.6343384,2140,171.6977386,2140,91.15962219,
2139,34.67685699,2139,66.15590668,2139,78.19004822,2139,70.12452698,2139,65.08423615,2139,66.150383,2139,65.38983154,2139,71.49454498,2139,74.31039429,2139,73.41781616,2139,71.80523682,2139,80.68621826,2139,59.42258835,2139,140.8364258,2139,172.399765,2139,91.66278076,
2138,34.83836746,2138,65.84552765,2138,78.12650299,2138,69.77138519,2138,64.71568298,2138,65.94358063,2138,65.2666626,2138,71.25702667,2138,74.31323242,2138,73.73353577,2138,71.02638245,2138,80.9294281,2138,59.36620331,2138,140.2833862,2138,171.5331573,2138,91.35062408,
2137,34.8196907,2137,66.3649292,2137,78.1411438,2137,70.24411774,2137,64.38982391,2137,66.23747253,2137,65.95358276,2137,70.84116364,2137,74.39276886,2137,73.91020966,2137,71.35762024,2137,81.50769806,2137,59.40016937,2137,140.6222992,2137,171.484024,2137,91.10322571,
