nm,A
390.0,0.002
390.5,-0.007
391.0,-0.015
391.5,-0.021
392.0,-0.021
392.5,-0.013
393.0,-0.001
393.5,0.011
394.0,0.015
394.5,0.01
395.0,0.001
395.5,-0.007
396.0,-0.008
396.5,-0.001
397.0,0.008
397.5,0.011
398.0,0.005
398.5,-0.007
399.0,-0.015
399.5,-0.015
400.0,-0.007
400.5,0.001
401.0,0.002
401.5,0.001
402.0,0.001
402.5,0.004
403.0,0.007
403.5,0.006
404.0,0.001
404.5,-0.002
405.0,-0.004
405.5,-0.003
406.0,-0.003
