nm,A
319.5,0.001
320.0,0.001
320.5,0.001
321.0,0.001
321.5,0.0
322.0,0.0
322.5,0.0
323.0,0.0
323.5,0.001
324.0,0.001
324.5,0.002
325.0,0.001
325.5,0.001
326.0,-0.001
326.5,-0.001
327.0,-0.001
327.5,0.001
328.0,0.002
328.5,0.003
329.0,0.002
329.5,0.002
330.0,0.002
330.5,0.003
331.0,0.003
331.5,0.004
332.0,0.003
332.5,0.001
333.0,-0.001
333.5,-0.001
334.0,0.001
334.5,0.003
335.0,0.004
335.5,0.004
336.0,0.003
336.5,0.003
337.0,0.003
337.5,0.003
338.0,0.002
338.5,-0.001
339.0,-0.004
339.5,-0.004
340.0,-0.002
340.5,0.003
341.0,0.006
341.5,0.006
342.0,0.005
342.5,0.004
343.0,0.005
343.5,0.005
344.0,0.005
344.5,0.003
345.0,-0.001
345.5,-0.006
346.0,-0.008
346.5,-0.007
347.0,-0.004
347.5,-0.002
348.0,-0.002
348.5,-0.004
349.0,-0.004
349.5,-0.002
350.0,0.002
350.5,0.005
351.0,0.005
351.5,0.003
352.0,0.0
352.5,-0.001
353.0,0.0
353.5,0.002
354.0,0.006
354.5,0.008
355.0,0.01
355.5,0.008
356.0,0.004
356.5,-0.003
357.0,-0.007
357.5,-0.007
358.0,-0.003
358.5,0.002
359.0,0.005
359.5,0.006
360.0,0.007
360.5,0.007
361.0,0.004
361.5,0.0
362.0,-0.003
362.5,-0.004
363.0,-0.002
363.5,0.0
364.0,0.002
364.5,0.003
365.0,0.004
365.5,0.001
366.0,-0.004
366.5,-0.009
367.0,-0.01
367.5,-0.01
368.0,-0.009
368.5,-0.008
369.0,-0.006
369.5,-0.002
370.0,0.002
370.5,0.007
371.0,0.01
371.5,0.012
372.0,0.011
372.5,0.01
373.0,0.009
373.5,0.009
374.0,0.008
374.5,0.004
375.0,0.0
375.5,-0.003
376.0,-0.005
376.5,-0.009
377.0,-0.014
377.5,-0.015
378.0,-0.008
378.5,0.003
379.0,0.01
379.5,0.007
380.0,-0.002
380.5,-0.009
381.0,-0.006
381.5,0.006
382.0,0.017
382.5,0.019
383.0,0.012
383.5,-0.001
384.0,-0.011
384.5,-0.011
385.0,-0.002
385.5,0.009
386.0,0.014
386.5,0.01
387.0,0.001
387.5,-0.007
388.0,-0.01
388.5,-0.009
389.0,-0.01
389.5,-0.013
390.0,-0.016
390.5,-0.014
391.0,-0.008
391.5,-0.004
392.0,-0.004
392.5,-0.007
393.0,-0.008
393.5,-0.006
394.0,0.0
394.5,0.006
395.0,0.008
395.5,0.006
396.0,0.002
396.5,0.0
397.0,-0.003
397.5,-0.007
398.0,-0.009
398.5,-0.008
399.0,-0.003
399.5,0.003
400.0,0.009
400.5,0.01
401.0,0.006
401.5,0.0
402.0,-0.005
402.5,-0.007
403.0,-0.006
403.5,-0.004
404.0,-0.002
404.5,-0.002
405.0,-0.003
405.5,-0.005
406.0,-0.004
